sentence,emotion
i can t help but feel that it was also very sincere and very sweet,joy
i still feel like a stranger in a strange land much of the time,suprise
im also feeling a tad jaded having woken up at this morning sneezing my head off and feeling a bit achy blurgh i dont have tome to be ill it can just go away polite version,sad
i feel like the exfoliating lotion is stronger than any other product i use so im afraid using it more regularly will be a bit too much,fear
i find myself feeling less and less sympathetic towards people every day,love
im feeling the artistic equivalent of howling at the moon im just so so restless,joy
i can adjust my work hours to go along with how i m feeling recognize your faithful long term customers you can change access levels using the chmod command a black hole could devour our planet instantly,love
i feeling suspicious i snooped computer,fear
i also left talia talking to alejandro her starting to smile leaving carmen feeling all the more threatened,fear
im feeling positive but its impossible to describe the busy exhausted adrenaline filled craziness of having a preemie in the nicu,joy
